product_name,description,price,stock,category,brand,color,weight
Punto de Acceso TP-Link EAP225,"Access Point inalámbrico de doble banda Gigabit AC1350 para montaje en techo, soporte Omada.",1250.0,30,Redes inalámbricas,TP-Link,Blanco,0.5 kg
Punto de Acceso TP-Link EAP225-Outdoor,"AP inalámbrico exterior Gigabit AC1200, resistente a la intemperie IP65 con tecnología mesh.",1490.0,25,Redes inalámbricas,TP-Link,Blanco,0.6 kg
Punto de Acceso TP-Link EAP245,Access Point empresarial de doble banda Gigabit AC1750 MIMO 3x3 para techo.,1850.0,18,Redes inalámbricas,TP-Link,Blanco,0.55 kg
Punto de Acceso TP-Link EAP610,Access Point Wi-Fi 6 de montaje en techo Gigabit AX1800 compatible con controladora Omada.,2100.0,20,Redes inalámbricas,TP-Link,Blanco,0.52 kg
Punto de Acceso TP-Link EAP610-Outdoor,"AP exterior Wi-Fi 6 Gigabit AX1800, resistente al clima, ideal para albercas o patios.",2890.0,12,Redes inalámbricas,TP-Link,Blanco,0.75 kg
Punto de Acceso TP-Link EAP650,Access Point de perfil delgado Wi-Fi 6 Gigabit AX3000 de doble banda ultra veloz.,2690.0,15,Redes inalámbricas,TP-Link,Blanco,0.45 kg
Punto de Acceso TP-Link EAP670,Access Point empresarial Wi-Fi 6 Gigabit de doble banda AX5400 con puerto Ethernet de 2.5G.,3890.0,10,Redes inalámbricas,TP-Link,Blanco,0.6 kg
Switch TP-Link TL-SG2008P,Switch inteligente JetStream de 8 puertos Gigabit con 4 puertos PoE+ integrados (62W).,1890.0,25,Switches,TP-Link,Negro,0.8 kg
Switch TP-Link TL-SG2210P,Switch administrable de 8 puertos Gigabit PoE+ y 2 ranuras SFP para rack (62W de capacidad).,2490.0,20,Switches,TP-Link,Negro,1.2 kg
Switch TP-Link TL-SG2428P,Switch inteligente de 24 puertos Gigabit PoE+ con 4 ranuras SFP (presupuesto total de 250W).,6390.0,10,Switches,TP-Link,Negro,3.5 kg
Switch TP-Link TL-SG3428XMP,Switch L2+ administrado JetStream de 24 puertos Gigabit PoE+ y 4 ranuras SFP+ de 10G (384W).,9900.0,6,Switches,TP-Link,Negro,4.2 kg
Router VPN TP-Link ER605,"Router Multi-WAN cableado Gigabit VPN, ideal para pequeñas oficinas, integrado en Omada.",1150.0,35,Redes cableadas,TP-Link,Negro,0.45 kg
Router VPN TP-Link ER7206,Router de alto rendimiento Multi-WAN Gigabit VPN con puerto SFP integrado.,2890.0,15,Redes cableadas,TP-Link,Negro,0.75 kg
Controladora de Red TP-Link OC200,Controladora de hardware Omada para la administración centralizada de la red inalámbrica.,1690.0,20,Equipos de Red,TP-Link,Negro,0.35 kg
Controladora de Red TP-Link OC300,Controladora de red corporativa por hardware Omada para gestionar hasta 500 dispositivos.,3100.0,10,Equipos de Red,TP-Link,Negro,0.85 kg
Switch TP-Link TL-SF1005D,"Switch de escritorio básico de 5 puertos de velocidad 10/100 Mbps, carcasa plástica.",180.0,80,Switches,TP-Link,Blanco,0.15 kg
Switch TP-Link TL-SF1008D,"Switch de escritorio básico de 8 puertos de velocidad 10/100 Mbps, Plug and Play.",250.0,70,Switches,TP-Link,Blanco,0.18 kg
Switch TP-Link TL-SG1005D,"Switch de escritorio Gigabit Ethernet de 5 puertos, ahorro de energía automático.",290.0,100,Switches,TP-Link,Negro,0.18 kg
Switch TP-Link TL-SG1008D,"Switch de escritorio Gigabit Ethernet de 8 puertos, ideal para expandir la red del hogar.",420.0,90,Switches,TP-Link,Negro,0.22 kg
Switch TP-Link TL-SG1008PE,Switch de escritorio Gigabit de 8 puertos con 8 puertos PoE+ (presupuesto de potencia de 124W).,2100.0,25,Switches,TP-Link,Negro,1.3 kg
Módulo de Extensión Grandstream GBX20,"Módulo de extensión de pantalla LCD a color de 4.3 pulgadas para teléfonos GRP2615, GRP2624 y GXV3350.",2490.0,15,Telefonía IP,Grandstream,Negro,0.6 kg
Módulo de Extensión Grandstream GXP2200EXT,"Módulo de extensión con pantalla LCD para teléfonos GXP2140 y GXP2170, hasta 40 teclas.",2350.0,12,Telefonía IP,Grandstream,Negro,0.58 kg
Videoportero IP Grandstream GDS3710,"Sistema de videoportero IP con cámara HD de 1080p, lector de tarjetas RFID y micrófono/altavoz.",5490.0,8,Porteros y voceo,Grandstream,Plateado,1.1 kg
Portero de Audio IP Grandstream GDS3705,Sistema de control de acceso de audio IP con lector de tarjetas RFID y micrófono cancelador de ruido.,3100.0,10,Porteros y voceo,Grandstream,Plateado,0.85 kg
Altavoz SIP de Voceo Grandstream GSC3505,Altavoz SIP de voceo unidireccional de 8W con conectores de red y Wi-Fi/Bluetooth integrados.,2100.0,14,Porteros y voceo,Grandstream,Blanco,0.45 kg
Intercomunicador SIP de Voceo Grandstream GSC3510,"Altavoz y micrófono SIP bidireccional de voceo, 8W de potencia y soporte Wi-Fi de doble banda.",2690.0,12,Porteros y voceo,Grandstream,Blanco,0.5 kg
Diadema Telefónica Grandstream GUV3000,Diadema monoaural con conexión USB y micrófono con cancelación de ruido activa.,790.0,40,Accesorios de Telefonía,Grandstream,Negro,0.15 kg
Diadema Telefónica Grandstream GUV3005,"Diadema biaural (doble oído) con conexión USB, indicador LED de ocupado y sonido HD.",1150.0,35,Accesorios de Telefonía,Grandstream,Negro,0.18 kg
Diadema Inalámbrica Grandstream GUV3050,"Diadema inalámbrica profesional Bluetooth con base de carga, audio HD, hasta 12 horas de duración.",2650.0,15,Accesorios de Telefonía,Grandstream,Negro,0.35 kg
Cámara IP Ubiquiti UniFi Protect G4 Bullet,"Cámara IP exterior de 4MP, visión nocturna por infrarrojos y micrófono integrado (modelo UVC-G4-BULLET).",4200.0,15,CCTV y Seguridad,Ubiquiti,Blanco,0.46 kg
Cámara IP Ubiquiti UniFi Protect G3 Flex,Cámara IP compacta y versátil de 1080p para interiores o exteriores con soporte para múltiples montajes.,1890.0,25,CCTV y Seguridad,Ubiquiti,Blanco,0.25 kg
Cámara IP Ubiquiti UniFi Protect G4 Dome,Cámara IP domo antivandálica de 4MP con audio bidireccional y resistencia al clima (modelo UVC-G4-DOME).,4650.0,12,CCTV y Seguridad,Ubiquiti,Blanco,0.38 kg
Controladora de Hardware Ubiquiti Cloud Key Gen2 Plus,Dispositivo para gestión local de redes UniFi y cámaras UniFi Protect con disco duro de 1TB.,4890.0,10,Equipos de Red,Ubiquiti,Plateado/Negro,0.58 kg
Router y Gateway Ubiquiti UniFi Dream Machine Pro,"Consola empresarial de 1UR todo-en-uno que incluye router, switch de 8 puertos y NVR UniFi Protect.",8900.0,8,Redes cableadas,Ubiquiti,Gris,3.9 kg
Router y Gateway Ubiquiti UniFi Dream Router,"Consola de red residencial todo-en-uno con Wi-Fi 6 integrado, 4 puertos Gigabit (2 PoE) y NVR.",4990.0,12,Redes inalámbricas,Ubiquiti,Blanco,1.2 kg
